claim_id,claim_amount,claim_age_days,policyholder_age,prior_claims,vehicle_age_years,annual_premium,claim_type,vehicle_type,policy_state,incident_hour,is_fraud
CLM-002239,8587.2,2901,40,1,0,1444.35,collision,suv,QLD,10,0
CLM-002240,9033.67,1029,23,1,2,1571.92,collision,suv,VIC,9,0
CLM-002241,1493.52,862,71,0,19,1523.39,collision,sedan,NSW,12,0
CLM-002242,4611.55,3571,48,2,5,861.47,collision,sedan,SA,22,0
CLM-002243,5359.59,2662,19,1,6,1442.81,collision,sedan,SA,20,0
CLM-002244,21187.82,668,40,0,0,1784.54,collision,sedan,VIC,17,0
CLM-002245,1708.33,106,53,0,8,1406.68,collision,suv,SA,1,0
CLM-002246,8729.01,1293,76,1,21,917.71,collision,suv,NSW,7,0
CLM-002247,3019.99,2427,33,0,21,1239.83,collision,suv,NSW,0,0
CLM-002248,1174.95,1368,52,0,14,1533.73,theft,sedan,NSW,2,0
CLM-002249,2724.42,2948,30,1,14,1942.56,collision,sedan,VIC,19,0
CLM-002250,2986.47,1825,37,1,14,704.41,collision,hatchback,NSW,19,0
CLM-002251,1347.27,3618,35,0,15,1469.21,collision,suv,VIC,2,0
CLM-002252,3767.36,3177,53,0,11,1042.37,windscreen,sedan,NSW,10,0
CLM-002253,6114.12,1720,62,0,4,1517.55,collision,sedan,QLD,6,0
CLM-002254,3564.04,3046,25,0,19,1543.98,theft,hatchback,WA,1,0
CLM-002255,1985.48,1635,23,1,19,1273.06,liability,ute,QLD,9,0
CLM-002256,2666.83,36,66,1,3,1558.43,collision,hatchback,NSW,2,0
CLM-002257,2970.82,1124,37,1,2,1726.17,liability,suv,QLD,17,0
CLM-002258,3508.67,1493,59,1,17,1295.69,windscreen,suv,NSW,23,0
CLM-002259,6852.53,3564,23,0,1,908.74,collision,suv,QLD,10,0
CLM-002260,3655.38,3021,58,0,17,1820.44,collision,sedan,VIC,5,0
CLM-002261,1041.04,535,78,0,21,1623.47,theft,suv,VIC,11,0
CLM-002262,1955.22,0,47,1,0,1536.04,liability,suv,NSW,23,0
CLM-002263,3376.23,1930,56,0,17,1121.98,collision,sedan,WA,3,0
CLM-002264,6926.39,1947,37,1,2,1675.19,collision,hatchback,SA,16,0
CLM-002265,7890.26,2684,37,0,6,2024.0,collision,suv,QLD,2,0
CLM-002266,11282.57,947,22,0,12,1309.97,collision,sedan,SA,7,0
CLM-002267,3287.76,2964,50,0,14,1381.18,windscreen,suv,SA,10,0
CLM-002268,5284.23,1506,81,1,1,998.49,collision,hatchback,NSW,9,0
CLM-002269,1001.4,1221,25,0,2,1112.55,windscreen,hatchback,QLD,4,0
CLM-002270,4115.07,1534,45,0,6,995.39,windscreen,suv,VIC,18,0
CLM-002271,1330.82,3447,74,2,14,1393.17,theft,hatchback,VIC,16,0
CLM-002272,2844.37,1429,51,1,8,1237.54,theft,hatchback,NSW,10,0
CLM-002273,28922.61,2046,68,0,6,1473.02,windscreen,hatchback,SA,10,1
CLM-002274,3743.09,3255,43,2,3,1055.67,windscreen,hatchback,QLD,1,0
CLM-002275,1559.53,66,58,2,21,1294.71,windscreen,suv,NSW,15,0
CLM-002276,4047.45,1958,84,1,15,1035.33,collision,ute,VIC,5,0
CLM-002277,2022.71,2585,58,1,21,1411.9,collision,suv,VIC,7,0
CLM-002278,1450.18,3298,71,0,10,811.33,collision,ute,QLD,20,0
CLM-002279,14434.19,224,64,0,18,1400.02,windscreen,sedan,SA,15,0
CLM-002280,6634.97,2652,24,1,14,1258.02,theft,ute,NSW,16,0
CLM-002281,3862.82,2929,28,0,11,1409.72,collision,hatchback,VIC,6,0
CLM-002282,2221.93,1281,58,1,10,804.75,collision,sedan,VIC,12,0
CLM-002283,2361.16,2723,41,0,11,1566.06,collision,hatchback,VIC,0,0
CLM-002284,9479.26,1801,50,0,9,1251.41,windscreen,suv,VIC,5,0
CLM-002285,3751.58,2402,50,1,14,1421.65,collision,sedan,NSW,19,0
CLM-002286,295.27,1422,71,0,10,732.88,collision,sedan,NSW,11,0
CLM-002287,18319.18,646,84,0,21,939.9,liability,ute,VIC,15,0
CLM-002288,3419.66,3024,84,2,19,1221.25,windscreen,suv,WA,18,0
CLM-002289,3856.54,790,23,2,10,1803.92,collision,sedan,VIC,22,0
CLM-002290,6734.65,684,67,0,8,1524.0,collision,suv,NSW,1,0
CLM-002291,4226.17,3234,66,0,16,1392.86,liability,suv,QLD,13,0
CLM-002292,5219.63,3417,75,1,14,1044.98,windscreen,suv,SA,23,0
CLM-002293,2169.4,2224,46,0,5,984.93,theft,hatchback,VIC,4,0
CLM-002294,1185.18,2118,51,0,18,1441.3,collision,ute,NSW,20,0
CLM-002295,3678.18,1316,48,0,15,1581.23,collision,ute,QLD,13,0
CLM-002296,8722.93,2232,43,1,13,1418.96,collision,suv,VIC,7,0
CLM-002297,1833.8,2223,34,1,17,1914.15,windscreen,hatchback,QLD,18,0
CLM-002298,1726.73,1886,61,0,4,1124.79,collision,sedan,NSW,20,0
CLM-002299,7448.47,2391,19,0,17,1409.19,collision,sedan,NSW,3,0
CLM-002300,2115.54,2023,68,0,2,791.25,windscreen,sedan,VIC,16,0
CLM-002301,2190.93,3209,74,0,17,1419.65,liability,suv,QLD,22,0
CLM-002302,2253.28,2437,33,1,12,1834.89,windscreen,suv,VIC,15,0
CLM-002303,2839.16,1406,32,2,12,1006.3,collision,ute,NSW,13,0
CLM-002304,915.78,2390,51,1,16,1627.9,collision,suv,VIC,3,1
CLM-002305,1989.21,839,74,0,6,1825.54,collision,sedan,QLD,10,0
CLM-002306,3543.17,781,25,0,16,1122.39,collision,suv,NSW,21,0
CLM-002307,3524.27,3017,46,0,0,1504.09,collision,hatchback,QLD,19,0
CLM-002308,7104.58,2125,32,1,15,1871.28,collision,sedan,QLD,10,0
CLM-002309,11843.61,196,75,0,17,1426.06,theft,sedan,VIC,7,0
CLM-002310,9268.37,1294,77,0,0,1609.62,liability,sedan,SA,19,0
CLM-002311,5919.39,3592,23,1,15,764.6,liability,suv,WA,23,0
CLM-002312,2666.31,2325,27,0,17,1547.06,collision,sedan,NSW,7,0
CLM-002313,1868.14,3170,28,0,11,1520.69,collision,suv,NSW,19,0
CLM-002314,3021.2,1999,72,0,13,912.35,collision,suv,NSW,7,0
CLM-002315,4624.78,155,78,2,1,1031.77,collision,suv,NSW,19,0
CLM-002316,5521.77,655,42,0,21,1549.32,collision,suv,VIC,23,0
CLM-002317,4756.72,336,28,0,21,1250.11,collision,sedan,WA,15,0
CLM-002318,2721.99,2681,62,1,16,1716.94,windscreen,hatchback,WA,11,1
CLM-002319,5378.4,2761,77,2,0,1452.54,collision,suv,NSW,7,1
CLM-002320,7674.47,1668,78,0,9,1368.63,liability,suv,VIC,1,0
CLM-002321,5768.23,2644,47,0,17,1293.75,collision,sedan,NSW,1,0
CLM-002322,2910.24,2012,70,0,14,1446.59,collision,suv,VIC,20,0
CLM-002323,1594.98,2700,82,2,19,1614.97,collision,hatchback,NSW,15,0
CLM-002324,1566.85,2455,73,1,13,1526.17,collision,sedan,SA,5,0
CLM-002325,1788.42,1662,49,0,15,1210.41,collision,sedan,WA,13,0
CLM-002326,3614.85,2382,35,1,7,1759.01,liability,sedan,NSW,21,0
CLM-002327,4402.17,1162,42,0,17,1567.04,collision,suv,QLD,15,0
CLM-002328,1031.84,2733,42,1,11,1477.13,collision,hatchback,VIC,21,0
CLM-002329,2042.65,3334,84,1,17,1380.26,collision,suv,WA,2,1
CLM-002330,3577.66,754,67,0,4,1515.02,collision,suv,VIC,1,0
CLM-002331,1518.14,2434,75,1,5,745.55,theft,ute,NSW,15,0
CLM-002332,4127.5,402,70,0,1,1429.63,collision,ute,QLD,13,0
CLM-002333,2367.12,1377,49,0,14,1891.26,windscreen,sedan,NSW,16,0
CLM-002334,1732.7,2442,70,0,16,1422.6,collision,sedan,VIC,23,0
CLM-002335,3102.32,1012,60,0,6,1377.55,collision,suv,NSW,2,0
CLM-002336,4000.64,861,67,0,8,1153.36,theft,ute,QLD,22,0
CLM-002337,1577.51,1401,38,0,12,1512.6,windscreen,ute,WA,1,0
CLM-002338,2485.03,418,33,0,16,1285.63,collision,ute,NSW,12,0
CLM-002339,4233.39,2282,30,2,6,1782.07,collision,hatchback,VIC,19,0
CLM-002340,1683.17,479,37,3,10,1065.01,collision,sedan,QLD,16,0
CLM-002341,859.79,1216,83,0,4,1200.74,collision,suv,NSW,5,0
CLM-002342,941.59,1141,81,0,17,1151.71,collision,sedan,VIC,14,0
CLM-002343,2178.65,3532,27,1,19,1955.41,windscreen,hatchback,QLD,21,0
CLM-002344,1108.97,3620,55,2,16,1287.38,collision,suv,VIC,4,0
CLM-002345,2296.65,289,81,0,17,1169.13,windscreen,sedan,WA,22,0
CLM-002346,10391.12,574,68,1,16,660.1,collision,sedan,VIC,15,0
CLM-002347,1060.03,2672,59,2,18,1049.25,windscreen,ute,QLD,2,0
CLM-002348,2411.6,1089,58,0,9,1524.2,windscreen,ute,NSW,7,0
CLM-002349,14753.39,2350,39,0,4,1522.88,collision,ute,NSW,20,0
CLM-002350,4048.48,3360,79,1,21,1135.1,collision,sedan,NSW,8,0
CLM-002351,2262.46,594,23,0,0,1153.43,collision,hatchback,WA,22,0
CLM-002352,2650.06,3516,76,0,8,1963.76,windscreen,ute,WA,10,0
CLM-002353,4113.47,191,76,0,15,2239.81,collision,suv,WA,8,0
CLM-002354,10634.18,835,35,0,17,1729.42,collision,suv,NSW,20,0
CLM-002355,2001.92,1852,52,0,15,1864.56,collision,hatchback,VIC,18,0
CLM-002356,1688.83,3213,77,1,10,1934.57,windscreen,hatchback,QLD,5,0
CLM-002357,1059.86,2021,49,2,20,2080.81,collision,suv,QLD,18,0
CLM-002358,3220.6,507,38,1,5,1250.36,collision,suv,NSW,6,1
CLM-002359,1038.71,908,22,0,3,1060.17,liability,suv,WA,21,0
CLM-002360,2105.19,2779,47,0,13,1955.05,collision,hatchback,NSW,0,0
CLM-002361,1507.92,2049,36,0,7,1031.78,windscreen,suv,NSW,15,0
CLM-002362,6671.45,47,75,1,10,1010.56,collision,sedan,WA,3,0
CLM-002363,2035.92,1830,75,0,10,1018.14,collision,sedan,VIC,16,0
CLM-002364,4014.62,1484,39,1,5,1306.64,liability,hatchback,VIC,23,0
CLM-002365,895.1,2,32,0,21,695.16,theft,hatchback,VIC,16,0
CLM-002366,3289.96,902,37,0,8,877.07,theft,hatchback,SA,10,0
CLM-002367,1209.1,3413,44,0,14,1144.63,collision,suv,NSW,19,0
CLM-002368,2166.27,2569,62,0,3,955.34,collision,ute,QLD,4,0
CLM-002369,15652.75,258,28,0,21,1700.6,collision,hatchback,VIC,13,1
CLM-002370,5997.7,58,84,0,21,1352.19,collision,sedan,NSW,23,0
CLM-002371,2707.26,1262,64,2,1,1540.42,collision,sedan,VIC,8,0
CLM-002372,32833.56,1696,26,0,14,1504.28,collision,hatchback,VIC,0,0
CLM-002373,1500.6,1655,39,1,13,1281.76,collision,sedan,NSW,10,0
CLM-002374,7143.17,2543,64,1,3,1676.08,collision,suv,VIC,11,0
CLM-002375,944.35,632,51,0,16,1499.21,collision,suv,QLD,19,0
CLM-002376,2482.59,170,53,0,16,1244.93,collision,ute,VIC,19,0
CLM-002377,1084.81,2455,20,1,18,794.31,windscreen,sedan,QLD,8,0
CLM-002378,3615.4,3275,45,1,13,1521.82,theft,ute,WA,18,0
CLM-002379,3108.76,612,59,1,15,933.77,collision,sedan,VIC,3,0
CLM-002380,2366.7,1318,68,0,15,1475.49,theft,hatchback,VIC,4,0
CLM-002381,6761.79,2287,47,0,16,1376.03,windscreen,sedan,VIC,14,0
CLM-002382,1948.23,603,55,1,12,901.08,collision,ute,VIC,16,0
CLM-002383,3809.06,3138,32,0,16,1435.27,collision,ute,NSW,19,0
CLM-002384,5516.04,822,71,2,1,1413.14,collision,sedan,NSW,14,0
CLM-002385,980.03,1943,64,1,13,1414.33,collision,sedan,NSW,3,0
CLM-002386,1700.52,1237,67,1,4,1398.51,windscreen,ute,VIC,16,0
CLM-002387,3103.84,2436,62,2,8,1134.71,liability,sedan,SA,10,0
CLM-002388,4782.0,724,84,0,16,1545.23,collision,sedan,VIC,6,0
CLM-002389,8655.31,358,76,1,2,1123.07,windscreen,suv,VIC,8,0
CLM-002390,2535.36,1863,72,2,16,995.38,collision,hatchback,VIC,19,0
CLM-002391,2351.12,3158,40,0,5,1572.63,theft,suv,QLD,4,0
CLM-002392,1549.29,2310,22,0,16,1659.02,windscreen,suv,VIC,13,0
CLM-002393,3818.02,2757,18,0,16,1550.05,collision,hatchback,VIC,1,0
CLM-002394,2385.49,1582,70,1,0,1281.63,collision,suv,QLD,17,0
CLM-002395,2427.16,511,78,0,5,709.98,theft,suv,NSW,3,0
CLM-002396,2778.27,1558,61,2,17,1838.96,liability,suv,VIC,22,0
CLM-002397,4508.51,3604,66,2,7,704.82,collision,sedan,VIC,21,0
CLM-002398,1953.16,2853,24,0,9,1543.4,collision,suv,QLD,20,0
CLM-002399,1670.51,2567,55,0,0,2046.38,collision,ute,SA,8,0
CLM-002400,4120.76,1098,58,1,15,1399.32,collision,sedan,QLD,18,1
CLM-002401,308.19,2188,28,0,2,1446.11,theft,ute,VIC,3,0
CLM-002402,1895.51,2273,68,2,5,1475.18,windscreen,sedan,NSW,6,0
CLM-002403,1257.04,2387,40,1,10,1415.4,windscreen,suv,VIC,3,0
CLM-002404,7349.91,3259,31,0,16,2125.7,liability,sedan,WA,1,0
CLM-002405,2141.58,2487,64,1,10,1071.76,windscreen,suv,SA,8,0
CLM-002406,1957.58,808,47,0,21,1030.32,collision,ute,WA,13,0
CLM-002407,2874.21,808,53,1,11,1241.92,collision,suv,NSW,20,0
CLM-002408,1907.35,2262,54,0,5,1924.47,collision,sedan,QLD,0,0
CLM-002409,2203.97,3161,59,0,4,1159.63,collision,sedan,WA,9,0
CLM-002410,3206.17,3460,45,1,17,1492.0,liability,hatchback,QLD,17,1
CLM-002411,2172.14,2225,72,0,10,1703.43,theft,sedan,QLD,4,0
CLM-002412,2160.48,1933,76,2,13,1607.06,liability,ute,VIC,17,0
CLM-002413,1397.42,2978,50,0,8,1685.96,collision,suv,QLD,13,0
CLM-002414,1254.71,3565,29,1,6,1817.94,collision,sedan,NSW,13,0
CLM-002415,3119.65,101,36,0,13,1451.72,collision,ute,NSW,2,0
CLM-002416,3751.65,1131,69,0,6,1199.17,collision,suv,WA,4,0
CLM-002417,1021.35,1218,35,0,21,1398.58,collision,sedan,SA,21,0
CLM-002418,5270.9,2059,70,0,16,1238.11,collision,hatchback,WA,21,0
CLM-002419,5287.16,1076,62,0,18,2182.11,collision,sedan,VIC,10,0
CLM-002420,6192.02,1135,48,1,6,1174.22,liability,suv,NSW,14,0
CLM-002421,3732.81,89,26,0,0,1509.44,collision,suv,NSW,13,0
CLM-002422,4806.92,13,54,0,1,854.71,collision,suv,WA,12,0
CLM-002423,15348.44,1642,64,1,18,1393.83,windscreen,ute,QLD,17,0
CLM-002424,2377.63,3640,28,0,19,1255.26,collision,sedan,SA,13,0
CLM-002425,1360.67,1079,73,1,14,1572.98,liability,hatchback,VIC,3,0
CLM-002426,943.37,876,31,1,12,1581.58,windscreen,suv,VIC,1,0
CLM-002427,11122.83,965,45,0,4,1817.61,collision,hatchback,QLD,20,1
CLM-002428,11232.77,3551,53,0,16,1791.4,theft,hatchback,NSW,17,0
CLM-002429,1490.03,2423,67,0,11,1328.12,theft,hatchback,SA,4,0
CLM-002430,1727.64,2383,33,0,13,1038.35,windscreen,suv,VIC,1,0
CLM-002431,2337.9,691,40,0,0,1077.05,windscreen,suv,NSW,5,0
CLM-002432,7466.58,3299,72,0,11,1449.9,windscreen,suv,NSW,13,0
CLM-002433,1135.15,718,40,1,15,1402.07,theft,suv,WA,14,0
CLM-002434,682.0,3530,59,0,16,1435.12,collision,suv,QLD,4,0
CLM-002435,15148.18,3476,44,2,3,1173.41,theft,ute,QLD,4,1
CLM-002436,3767.93,2072,21,1,0,1824.29,liability,sedan,QLD,4,0
CLM-002437,4191.48,3168,52,1,18,864.01,theft,hatchback,VIC,10,0
CLM-002438,2555.93,3648,41,1,6,1155.15,theft,sedan,QLD,5,0
CLM-002439,4227.38,2118,35,1,10,994.55,collision,hatchback,SA,10,0
CLM-002440,957.52,2800,75,0,13,1281.04,windscreen,sedan,NSW,0,0
CLM-002441,1586.54,2155,69,0,10,1761.37,liability,sedan,QLD,22,0
CLM-002442,3225.58,1911,36,1,20,1255.04,collision,hatchback,NSW,21,0
CLM-002443,542.85,1221,53,1,18,1383.49,collision,hatchback,NSW,8,0
CLM-002444,2375.85,2390,66,1,8,1569.2,collision,ute,VIC,19,0
CLM-002445,2268.51,975,21,0,4,1239.35,collision,hatchback,WA,12,0
CLM-002446,2375.55,709,24,1,21,1476.27,collision,sedan,NSW,0,0
CLM-002447,1971.77,1005,54,1,15,1432.75,collision,hatchback,VIC,6,0
CLM-002448,1412.45,40,80,1,16,976.83,collision,suv,QLD,1,0
CLM-002449,760.12,3408,80,0,10,1196.78,theft,suv,NSW,16,1
CLM-002450,3322.79,937,48,0,10,1467.01,theft,suv,QLD,18,0
CLM-002451,2380.12,2919,65,1,3,1773.12,theft,sedan,SA,14,0
CLM-002452,1062.67,1587,50,0,9,1772.82,windscreen,suv,NSW,0,0
CLM-002453,3124.1,1238,78,0,11,2041.51,theft,ute,NSW,5,1
CLM-002454,2389.38,832,56,0,2,1510.2,windscreen,sedan,SA,11,0
CLM-002455,2109.55,2995,77,0,13,1213.61,theft,hatchback,NSW,3,0
CLM-002456,591.3,1876,42,1,13,1328.9,collision,suv,NSW,2,0
CLM-002457,4974.48,1641,80,1,18,1312.46,theft,sedan,SA,7,0
CLM-002458,1182.29,2401,66,0,1,1215.4,collision,suv,WA,14,0
CLM-002459,3125.82,2929,69,0,4,1476.38,collision,sedan,QLD,2,0
CLM-002460,1625.87,2393,18,0,9,1491.73,collision,sedan,VIC,23,0
CLM-002461,2227.1,1707,72,2,19,962.66,windscreen,ute,WA,11,0
CLM-002462,7074.27,3262,28,0,5,1709.1,theft,sedan,QLD,4,0
CLM-002463,4441.35,3269,80,0,21,743.85,collision,sedan,QLD,0,0
CLM-002464,6957.18,3527,30,1,21,1276.58,theft,ute,WA,22,0
CLM-002465,3819.17,332,73,0,2,1729.27,collision,sedan,QLD,14,0
CLM-002466,4012.25,3251,60,0,7,1550.44,windscreen,hatchback,VIC,20,0
CLM-002467,783.79,705,44,1,5,1232.2,windscreen,ute,VIC,18,0
CLM-002468,2349.26,2263,77,0,10,1999.71,theft,sedan,VIC,23,0
CLM-002469,2518.25,2401,44,1,20,1204.78,theft,suv,VIC,21,0
CLM-002470,7463.27,751,22,1,8,689.36,collision,sedan,VIC,18,0
CLM-002471,2039.23,29,23,1,14,1499.4,collision,suv,VIC,20,0
CLM-002472,3636.02,3443,75,1,3,763.09,windscreen,sedan,WA,20,0
CLM-002473,3530.94,3252,43,0,12,1075.62,windscreen,hatchback,VIC,6,0
CLM-002474,7102.89,638,72,0,7,1555.51,collision,sedan,NSW,14,0
CLM-002475,2696.45,2194,19,0,20,1197.92,collision,ute,NSW,23,0
CLM-002476,5546.04,552,23,1,17,1541.6,collision,sedan,NSW,20,0
CLM-002477,829.94,2067,84,0,4,967.83,collision,sedan,QLD,2,0
CLM-002478,888.46,1159,27,1,13,1633.3,collision,suv,VIC,2,0
CLM-002479,537.8,2743,64,1,7,791.99,collision,suv,NSW,4,0
CLM-002480,5374.86,2093,41,2,9,1785.15,liability,hatchback,WA,17,0
CLM-002481,4940.64,1817,51,0,10,1193.13,collision,sedan,NSW,9,0
CLM-002482,5840.79,2487,25,1,18,1855.28,collision,sedan,NSW,15,0
CLM-002483,1793.6,1736,35,0,6,1072.63,collision,suv,WA,3,0
CLM-002484,1953.42,48,68,0,0,1985.17,collision,suv,VIC,1,0
CLM-002485,2722.25,2175,53,0,4,1033.97,windscreen,hatchback,QLD,18,0
CLM-002486,8802.35,2839,51,1,18,758.0,collision,hatchback,WA,6,0
CLM-002487,10618.69,1789,81,0,6,1364.22,windscreen,hatchback,SA,1,0
CLM-002488,5406.5,638,45,0,1,1757.22,windscreen,sedan,NSW,5,0
CLM-002489,3820.99,28,71,2,8,1610.96,collision,suv,QLD,7,0
CLM-002490,8115.55,1082,66,0,19,1733.78,theft,ute,QLD,9,0
CLM-002491,2460.5,2803,48,0,19,1617.47,liability,sedan,NSW,21,0
CLM-002492,2223.4,1175,37,1,20,1079.31,collision,ute,SA,4,0
CLM-002493,2706.02,3489,41,0,15,1602.92,collision,sedan,VIC,14,0
CLM-002494,1430.76,1213,76,1,18,1380.64,liability,suv,WA,6,0
CLM-002495,2614.28,1560,38,0,17,1115.79,liability,hatchback,QLD,11,0
CLM-002496,1289.42,2775,61,0,0,1409.19,collision,sedan,VIC,7,0
CLM-002497,6430.17,2240,26,0,9,1331.41,collision,hatchback,NSW,8,0
CLM-002498,4481.74,149,41,0,11,1817.28,collision,sedan,WA,14,0
CLM-002499,8709.52,278,80,0,10,1180.09,windscreen,sedan,VIC,14,0
CLM-002500,878.34,717,54,0,18,1164.67,collision,sedan,NSW,3,0
CLM-002501,12410.18,3181,73,0,21,1119.45,collision,sedan,NSW,3,0
CLM-002502,916.57,81,35,2,11,1975.96,theft,suv,QLD,5,0
CLM-002503,1213.51,261,69,1,2,1137.91,liability,sedan,NSW,21,0
CLM-002504,1871.29,2840,83,2,7,1777.96,windscreen,suv,VIC,7,0
CLM-002505,7948.91,2273,79,1,4,1009.64,collision,hatchback,QLD,13,0
CLM-002506,3530.45,3590,47,0,10,1517.19,collision,suv,NSW,10,0
CLM-002507,2482.76,801,63,0,5,1436.63,liability,sedan,VIC,8,0
CLM-002508,1645.06,2407,78,0,1,1757.01,liability,suv,NSW,0,0
CLM-002509,1062.15,491,72,1,3,1709.17,collision,ute,SA,10,0
CLM-002510,6970.7,2154,83,0,10,1377.02,theft,suv,WA,23,0
CLM-002511,5426.12,387,20,1,3,1172.76,collision,sedan,NSW,22,0
CLM-002512,8220.1,3314,53,1,0,1886.24,collision,suv,VIC,7,0
CLM-002513,4014.28,1518,71,1,6,1139.81,collision,suv,VIC,12,0
CLM-002514,410.93,930,66,1,14,601.65,collision,suv,SA,6,0
CLM-002515,1172.11,3593,28,0,13,736.67,collision,sedan,VIC,22,0
CLM-002516,4224.49,242,56,1,8,817.03,windscreen,hatchback,VIC,13,0
CLM-002517,2259.08,2919,29,0,14,1546.58,collision,sedan,SA,22,0
CLM-002518,1960.33,1861,24,0,4,2080.77,collision,sedan,NSW,20,0
CLM-002519,1303.2,2509,25,2,15,676.81,collision,sedan,VIC,7,0
CLM-002520,6067.44,950,81,0,0,1091.76,collision,suv,NSW,10,0
CLM-002521,4197.08,3216,36,0,2,1379.38,collision,suv,QLD,13,0
CLM-002522,4341.14,1646,48,1,20,1860.02,collision,sedan,VIC,5,0
CLM-002523,1853.44,1527,35,0,10,1089.98,collision,suv,SA,19,0
CLM-002524,3402.33,1665,77,0,12,1544.96,theft,ute,VIC,13,0
CLM-002525,1092.99,1081,77,1,8,1267.47,liability,sedan,NSW,4,0
CLM-002526,2704.38,1163,61,0,14,2210.36,collision,hatchback,WA,11,0
CLM-002527,447.67,511,73,1,16,1397.7,liability,sedan,WA,19,0
CLM-002528,919.58,1775,25,0,17,1467.38,liability,sedan,QLD,10,0
CLM-002529,2340.84,1732,84,0,5,1377.8,windscreen,hatchback,QLD,17,1
CLM-002530,17700.33,1387,45,0,13,1213.15,theft,hatchback,NSW,23,1
CLM-002531,772.35,3597,44,0,17,1663.46,theft,suv,QLD,8,0
CLM-002532,1172.99,412,31,0,9,967.52,theft,hatchback,NSW,23,0
CLM-002533,3507.23,3322,76,0,8,689.35,theft,suv,NSW,9,0
CLM-002534,11238.12,3163,29,0,13,1300.44,collision,suv,SA,13,0
CLM-002535,3469.03,81,75,1,12,1619.14,liability,hatchback,QLD,18,0
CLM-002536,5047.29,2559,65,1,5,1158.34,theft,ute,NSW,1,0
CLM-002537,2314.15,763,69,0,21,1411.54,windscreen,sedan,NSW,16,0
CLM-002538,2032.52,150,20,0,12,947.17,collision,suv,SA,13,0
CLM-002539,3170.48,3142,67,0,12,1700.68,collision,suv,NSW,15,0
CLM-002540,1819.44,422,82,1,4,1565.13,collision,sedan,NSW,22,0
CLM-002541,5131.75,1090,44,2,14,1356.51,collision,hatchback,NSW,11,0
CLM-002542,893.63,352,48,1,20,1405.68,collision,suv,NSW,22,0
CLM-002543,5810.9,518,25,0,15,890.12,collision,suv,NSW,13,0
CLM-002544,3070.16,225,50,0,11,904.87,collision,suv,SA,5,0
CLM-002545,2537.56,3074,63,1,14,1309.74,collision,suv,VIC,15,0
CLM-002546,869.36,215,38,2,5,1519.53,collision,sedan,VIC,4,0
CLM-002547,1429.61,2771,67,3,1,1536.24,liability,hatchback,QLD,21,0
CLM-002548,7324.56,573,23,1,14,1230.23,collision,suv,VIC,3,0
CLM-002549,2549.24,3339,63,3,3,1595.97,collision,ute,QLD,11,0
CLM-002550,3673.13,3094,57,0,1,1818.86,collision,suv,QLD,19,0
CLM-002551,1541.25,2297,33,4,17,1320.74,collision,sedan,QLD,0,0
CLM-002552,2916.7,3023,41,1,9,1452.19,collision,sedan,QLD,11,0
CLM-002553,1065.17,1088,34,0,18,1281.41,theft,suv,QLD,12,0
CLM-002554,3212.84,2858,59,0,19,1308.32,liability,sedan,QLD,8,1
CLM-002555,3936.24,808,60,0,2,1405.96,collision,ute,QLD,16,0
CLM-002556,3791.29,2243,55,0,16,1912.08,theft,hatchback,NSW,7,0
CLM-002557,1513.7,3355,30,1,7,1652.04,collision,sedan,QLD,8,1
CLM-002558,2306.44,2640,32,1,15,1622.31,collision,suv,QLD,6,0
CLM-002559,4459.96,984,72,1,0,1200.26,collision,ute,NSW,14,1
CLM-002560,2543.82,2695,48,1,10,1053.6,collision,sedan,WA,21,0
CLM-002561,2403.11,3224,47,0,13,1478.55,theft,hatchback,NSW,4,0
CLM-002562,12426.68,3245,38,0,9,1760.44,theft,suv,NSW,9,0
CLM-002563,1460.83,2697,80,0,12,1918.72,windscreen,sedan,WA,5,0
CLM-002564,6703.02,2673,34,0,0,540.63,collision,sedan,NSW,5,0
CLM-002565,1253.87,2864,69,0,0,2157.31,theft,hatchback,VIC,23,0
CLM-002566,4871.15,2688,69,0,13,1487.61,collision,sedan,VIC,17,0
CLM-002567,5070.09,488,34,1,9,1649.95,collision,ute,WA,22,0
CLM-002568,2032.92,2934,18,0,12,775.82,collision,sedan,VIC,15,0
CLM-002569,1196.18,656,34,0,7,1271.82,theft,sedan,QLD,15,0
CLM-002570,680.06,2030,36,0,0,1621.54,liability,hatchback,QLD,17,0
CLM-002571,1879.32,1239,67,0,15,962.33,collision,sedan,QLD,15,0
CLM-002572,4423.4,777,53,1,3,450.0,collision,sedan,SA,19,0
CLM-002573,1328.46,1029,46,0,17,1460.72,windscreen,suv,WA,7,0
CLM-002574,3205.78,308,49,0,0,1333.57,windscreen,hatchback,VIC,2,0
CLM-002575,985.04,1604,81,0,20,1825.64,collision,suv,SA,11,0
CLM-002576,2501.34,1529,80,1,5,1297.23,theft,sedan,VIC,0,0
CLM-002577,1261.07,1472,19,1,19,1321.38,theft,hatchback,NSW,1,0
CLM-002578,2811.62,334,74,1,0,1580.23,windscreen,ute,NSW,1,0
CLM-002579,2047.12,2214,42,1,9,1691.06,collision,hatchback,QLD,1,0
CLM-002580,1220.76,617,68,0,9,1116.11,liability,ute,NSW,16,0
CLM-002581,1818.64,3124,83,1,3,1661.68,collision,ute,VIC,14,0
CLM-002582,1479.39,87,52,0,10,1177.83,windscreen,suv,VIC,22,0
CLM-002583,1112.71,201,59,0,4,1355.45,collision,suv,VIC,6,0
